feature,model,section,n,n_pos,prevalence,auc,threshold,tn,fp,fn,tp,sensitivity,specificity,accuracy
DM,clinic4_lama_slope,curve_slope,3130,336,0.1073482428115016,0.6513180880798991,0.5085500678942186,1722,1072,137,199,0.5922619047619048,0.6163206871868289,0.613738019169329
DM,clinic4_tama_slope,curve_slope,3130,336,0.1073482428115016,0.6582749599481882,0.5085500678942186,1766,1028,131,205,0.6101190476190477,0.6320687186828919,0.6297124600638978
HTN,clinic4,baseline,3130,601,0.19201277955271565,0.670487568827228,0.5262448045695725,1711,818,254,347,0.5773710482529119,0.6765519968366943,0.6575079872204472
HTN,clinic4_bmi,scalar,3130,601,0.19201277955271565,0.6687085383593576,0.5262448045695725,1710,819,258,343,0.5707154742096506,0.6761565836298933,0.6559105431309904
HTN,clinic4_smi,scalar,3130,601,0.19201277955271565,0.6718011170258612,0.5262448045695725,1714,815,266,335,0.5574043261231281,0.6777382364570976,0.6546325878594249
HTN,clinic4_vat,scalar,3130,601,0.19201277955271565,0.6706161932563955,0.5262448045695725,1718,811,257,344,0.5723793677204659,0.6793198892843021,0.6587859424920128
HTN,clinic4_sat,scalar,3130,601,0.19201277955271565,0.6701484082480168,0.5262448045695725,1706,823,259,342,0.5690515806988353,0.6745749308026888,0.6543130990415336
HTN,clinic4_imata,scalar,3130,601,0.19201277955271565,0.6698780008803042,0.5262448045695725,1701,828,260,341,0.56738768718802,0.6725978647686833,0.6523961661341853
HTN,clinic4_nama,scalar,3130,601,0.19201277955271565,0.6732340786970971,0.5262448045695725,1720,809,260,341,0.56738768718802,0.6801107156979043,0.6584664536741214
HTN,clinic4_lama,scalar,3130,601,0.19201277955271565,0.6691608621192173,0.5262448045695725,1707,822,257,344,0.5723793677204659,0.67497034400949,0.6552715654952077
HTN,clinic4_tama,scalar,3130,601,0.19201277955271565,0.6718642778708741,0.5262448045695725,1712,817,265,336,0.5590682196339434,0.6769474100434955,0.6543130990415336
HTN,clinic4_vat_sat_ratio,inter_var_ratio,3130,601,0.19201277955271565,0.678475112982251,0.5262448045695725,1717,812,253,348,0.5790349417637272,0.678924476077501,0.6597444089456869
HTN,clinic4_lama_tama_ratio,inter_var_ratio,3130,601,0.19201277955271565,0.6725504941349235,0.5262448045695725,1724,805,265,336,0.5590682196339434,0.6816923685251087,0.65814696485623
HTN,clinic4_imata_tama_ratio,inter_var_ratio,3130,601,0.19201277955271565,0.6706050085234246,0.5262448045695725,1710,819,256,345,0.5740432612312812,0.6761565836298933,0.6565495207667732
